아파트명,소재지도로명주소,소재지지번주소,위도,경도,층수,관리사무소전화번호,팩스번호,세대수,사업승인일,사용검사일,데이터기준일자
정자벽산블루밍,"경기도 수원시 장안구 파장로 53 (정자동, 정자 벽산블루밍)",경기도 수원시 장안구 정자동 423-1,37.3054,126.9945,9~15,031-893-6668,031-893-6669,481,2004-12-22,2007-04-12,2025-08-15
영통 이-편한세상,"경기도 수원시 영통구 영통로200번길 239 (영통동, 영통 이-편한세상)",경기도 수원시 영통구 영통동 987-7,37.2461,127.0675,13~15,031-202-1364,031-202-1365,230,2004-12-22,2007-08-03,2025-08-15
동수원신도브래뉴,"경기도 수원시 팔달구 중부대로183번길 27 (우만동, 동수원신도브래뉴)",경기도 수원시 팔달구 우만동 606,37.2784,127.0368,15,031-217-1448,031-217-1449,200,2005-07-18,2007-08-21,2025-08-15
"남광하우스토리(1차,2차)","경기도 수원시 권선구 삼천병마로1598번길 28-16 (오목천동, 남광하우스토리)",경기도 수원시 권선구 오목천동 962,37.2453,126.9654,15,031-291-0378,031-291-0377,381,2004-07-02,2007-08-29,2025-08-15
정자 케이티 이-편한세상,"경기도 수원시 장안구 정자천로188번길 21 (정자동, 정자 케이티 이-편한세상)",경기도 수원시 장안구 정자동 24-24,37.2964,126.9981,15,031-247-5676,031-247-5675,288,2005-03-25,2008-01-30,2025-08-15
매탄위브하늘채,"경기도 수원시 영통구 효원로 363 (매탄동, 매탄 위브 하늘채)",경기도 수원시 영통구 매탄동 1352,37.2615,127.0395,18~30,031-216-9999,031-216-4646,3391,2004-12-31,2008-05-16,2025-08-15
대우월드마크,"경기도 수원시 영통구 봉영로 1620 (영통동, 대우 월드마크 영통)",경기도 수원시 영통구 영통동 996-3,37.255,127.0756,36,031-206-1762,031-206-1764,208,2005-04-12,2008-06-09,2025-08-15
삼정라츠,"경기도 수원시 영통구 영통로90번길 4-22 (망포동, 삼정라츠아파트)",경기도 수원시 영통구 망포동 717,37.2383,127.061,20,031-202-0416,031-202-0418,185,2006-03-24,2008-09-01,2025-08-15
수원시청역SKVIEW,"경기도 수원시 권선구 권선로694번길 26 (권선동, 권선 SK VIEW)",경기도 수원시 권선구 권선동 1035,37.2579,127.026,8~15,031-221-6262,031-221-6261,1018,2005-04-26,2008-11-06,2025-08-15
화서역푸르지오더에듀포레,"경기도 수원시 장안구 화산로 85 (천천동, 화서역푸르지오더에듀포레)",경기도 수원시 장안구 천천동 336-2,37.2912,126.9806,10~30,031-278-3722,031-278-3725,2571,2005-04-03,2008-11-28,2025-08-15
화서위브하늘채,"경기도 수원시 팔달구 수성로244번길 25 (화서동, 화서위브하늘채)",경기도 수원시 팔달구 화서동 743,37.2879,127,14~25,031-241-3641,031-241-3643,807,2005-05-17,2008-12-01,2025-08-15
수정,"경기도 수원시 팔달구 장다리로306번길 45 (인계동, 수정아파트)",경기도 수원시 팔달구 인계동 303-3,37.2731,127.0306,8~19,031-215-7284,031-215-7285,166,1990-12-24,2009-02-16,2025-08-15
서수원자이,"경기도 수원시 권선구 입북로 50 (입북동, 서수원 자이아파트)",경기도 수원시 권선구 입북동 810,37.2961,126.9597,13~15,031-278-2636,031-278-2638,921,2005-10-25,2009-02-26,2025-08-15
인계파밀리에,"경기도 수원시 팔달구 세지로 211 (인계동, 인계 파밀리에)",경기도 수원시 팔달구 인계동 865-10,37.2704,127.0232,20,031-236-1200,031-236-1210,431,2005-05-17,2009-06-04,2025-08-15
화서블루밍푸른숲,"경기도 수원시 팔달구 화양로50번길 30 (화서동, 블루밍 푸른숲 아파트)",경기도 수원시 팔달구 화서동 250-4,37.2819,127.0011,18,031-258-3494,031-258-3496,1744,2005-04-06,2009-06-23,2025-08-15
광교산임광그대가,"경기도 수원시 장안구 수일로 205 (조원동, 광교산임광그대가)",경기도 수원시 장안구 조원동 912,37.307,127.0134,22,031-258-4820,031-258-4822,482,2007-10-15,2009-06-29,2025-08-15
인계극동스타클래스,"경기도 수원시 팔달구 경수대로 534 (인계동, 인계극동스타클래스)",경기도 수원시 팔달구 인계동 945,37.2733,127.0299,15,031-226-7888,031-226-7884,165,2007-05-04,2009-07-31,2025-08-15
래미안 노블클래스,"경기도 수원시 팔달구 권광로 246 (인계동, 래미안 노블클래스)",경기도 수원시 팔달구 인계동 384,37.2694,127.0353,26,031-217-0887,031-217-0850,1351,2005-05-09,2009-08-26,2025-08-15
권선데시앙,"경기도 수원시 권선구 세권로36번길 17 (세류동, 수원 권선 데시앙)",경기도 수원시 권선구 세류동 1249,37.2584,127.0083,13,031-238-2557,031-238-2555,222,2007-02-26,2009-09-09,2025-08-15
수원권선 어울림,"경기도 수원시 권선구 세권로43번길 26-6 (세류동, 수원권선 어울림)",경기도 수원시 권선구 세류동 1255-1,37.2597,127.01,15,031-224-3101,031-224-3102,160,2007-11-15,2010-01-01,2025-08-15
한화꿈에그린파크,"경기도 수원시 팔달구 효원로308번길 16 (인계동, 한화 꿈에그린 파크)",경기도 수원시 팔달구 인계동 1127-7,37.2598,127.0346,20,031-225-9646,031-225-3397,212,2007-09-03,2010-03-18,2025-08-15
매탄 e-편한세상,"경기도 수원시 영통구 매봉로 20 (매탄동, 매탄 e-편한세상)",경기도 수원시 영통구 매탄동 1209,37.2694,127.0528,25,031-211-4303,031-211-4304,580,2007-09-21,2010-05-28,2025-08-15
kcc스위첸,"경기도 수원시 장안구 송원로 131-28 (조원동, 수원광교산스위첸)",경기도 수원시 장안구 조원동 910,37.3068,127.0119,22,031-253-0580,031-253-9580,218,2007-10-19,2010-06-04,2025-08-15
센트럴하이츠,"경기도 수원시 영통구 영통로154번길 51-16 (망포동, 센트럴하이츠아파트)",경기도 수원시 영통구 망포동 718,37.2419,127.0589,22,031-203-0335,031-203-0336,549,2007-10-26,2010-07-09,2025-08-15
화서역 동문굿모닝힐,"경기도 수원시 팔달구 화양로67번길 10 (화서동, 수원화서역 동문굿모닝힐아파트)",경기도 수원시 팔달구 화서동 761,37.2846,126.9951,28,031-245-3180,031-245-3179,293,2007-06-05,2010-07-09,2025-08-15
그대가 프리미어,"경기도 수원시 영통구 덕영대로1484번길 21 (망포동, 그대가 프리미어)",경기도 수원시 영통구 망포동 720,37.2447,127.0537,16~21,031-202-4911,031-202-4918,602,2007-10-26,2010-08-03,2025-08-15
그대가 센트럴파크,"경기도 수원시 영통구 영통로174번길 12 (망포동, 그대가 센트럴파크)",경기도 수원시 영통구 망포동 722,37.2426,127.0566,23,031-273-6226,031-273-6008,270,2007-10-26,2010-08-30,2025-08-15
서희스타힐스3단지,"경기도 수원시 장안구 덕영대로407번길 83 (율전동, 서희스타힐스3단지)",경기도 수원시 장안구 율전동 560,37.3046,126.9668,15,031-268-9902,031-268-9903,180,2005-01-15,2010-12-24,2025-08-15
수원호매실휴먼시아4단지,"경기도 수원시 권선구 금곡로 137 (금곡동, 수원호매실휴먼시아4단지아파트)",경기도 수원시 권선구 금곡동 1072,37.2753,126.9463,10~20,031-294-5101,031-294-5102,980,2006-12-20,2011-07-19,2025-08-15
광교한양수자인,"경기도 수원시 영통구 웰빙타운로 19 (이의동, 광교한양수자인)",경기도 수원시 영통구 이의동 1211,37.3043,127.0484,15,031-212-1422,031-212-1423,214,2009-05-06,2011-07-29,2025-08-15
호매실휴먼시아7단지,"경기도 수원시 권선구 금곡로102번길 126 (호매실동, 수원호매실휴먼시아7단지아파트)",경기도 수원시 권선구 호매실동 1340,37.2697,126.9426,11~20,031-294-0882,031-293-0884,980,2006-12-28,2011-08-19,2025-08-15
수원호매실휴먼시아8단지,"경기도 수원시 권선구 금곡로140번길 29 (금곡동, 수원호매실휴먼시아8단지아파트)",경기도 수원시 권선구 금곡동 1095,37.272,126.9457,12~20,031-278-7516,031-278-7518,1270,2006-12-20,2011-08-19,2025-08-15
권선자이e편한세상,"경기도 수원시 권선구 권광로 55 (권선동, 권선자이 이편한세상)",경기도 수원시 권선구 권선동 1330-1,37.255,127.0258,14~15,031-898-6527,031-898-6529,1753,2005-03-21,2011-09-21,2025-08-15
광교호수마을 호반써밋,"경기도 수원시 영통구 법조로 134 (하동, 광교호수마을 호반써밋)",경기도 수원시 영통구 하동 994,37.2915,127.0724,30~36,031-216-7338,031-216-7330,1188,2008-07-16,2011-09-29,2025-08-15
광교해모로,"경기도 수원시 영통구 광교로 286 (이의동, 광교 해모로 아파트)",경기도 수원시 영통구 이의동 1226,37.3057,127.0524,12~15,031-216-8754,031-216-8755,466,2007-12-27,2011-10-07,2025-08-15
광교휴먼시아20단지,"경기도 수원시 영통구 광교호수로 84 (하동, 휴먼시아아파트)",경기도 수원시 영통구 하동 1034,37.276,127.0676,7~23,031-211-4984,031-211-8993,375,2009-06-30,2011-10-24,2025-08-15
아이파크시티3단지,"경기도 수원시 권선구 동수원로145번길 73 (권선동, 수원아이파크시티3단지) ",경기도 수원시 권선구 권선동 1359,37.2416,127.0255,13~14,031-898-9870,031-898-9872,793,2009-03-25,2011-10-29,2025-08-15
아이파크시티1단지,"경기도 수원시 권선구 동수원로145번길 74 (권선동, 수원아이파크시티1단지)",경기도 수원시 권선구 권선동 1360,37.2452,127.0262,12~14,031-898-9866,031-898-9867,543,2009-03-25,2011-10-29,2025-08-15
호매실역서희스타힐스,"경기도 수원시 권선구 금곡로 46 (금곡동, 수원호매실휴먼시아5단지아파트) ",경기도 수원시 권선구 금곡동 1081,37.2714,126.9392,9~20,031-296-0967,031-296-0981,1318,2007-12-31,2011-11-01,2025-08-15
광교휴먼시아32단지,"경기도 수원시 영통구 광교중앙로 247 (하동, 휴먼시아아파트) ",경기도 수원시 영통구 하동 956,37.2946,127.0655,20~25,031-217-8325,031-217-8327,2289,2007-11-26,2011-11-07,2025-08-15
호매실휴먼시아16단지,"경기도 수원시 권선구 호매실로165번길 30 (호매실동, 수원호매실휴먼시아16단지아파트)",경기도 수원시 권선구 호매실동 1389,37.2595,126.955,10~20,031-295-5950,031-295-5952,880,2006-12-20,2011-11-12,2025-08-15
호매실경남아너스빌,"경기도 수원시 권선구 호매실로165번길 70 (호매실동, 호매실경남아너스빌)",경기도 수원시 권선구 호매실동 1388,37.2601,126.952,10~20,031-227-0055,031-227-0515,1029,2007-12-31,2011-11-18,2025-08-15
광교2차 e편한세상,"경기도 수원시 영통구 웰빙타운로 50 (이의동, 광교2차 e편한세상)",경기도 수원시 영통구 이의동 1200,37.3065,127.0469,13~15,031-212-7806,031-212-7807,442,2009-12-10,2011-12-02,2025-08-15
호반가든하임,"경기도 수원시 영통구 웰빙타운로 20 (이의동, 호반가든하임)",경기도 수원시 영통구 이의동 1212,37.3057,127.0504,4~5,031-213-7474,031-213-7466,320,2009-11-09,2011-12-15,2025-08-15
광교호반베르디움,"경기도 수원시 영통구 웰빙타운로 70 (이의동, 광교 호반베르디움)",경기도 수원시 영통구 이의동 1184,37.3066,127.0447,13~15,031-216-8757,031-216-8758,555,2009-09-18,2011-12-15,2025-08-15
아이파크시티2단지,"경기도 수원시 권선구 동수원로145번길 24 (권선동, 수원아이파크시티2단지)",경기도 수원시 권선구 권선동 1361,37.2453,127.0298,10~14,031-226-1855,031-226-1854,1135,2009-11-26,2012-01-19,2025-08-15
아이파크시티4단지,"경기도 수원시 권선구 동수원로145번길 23 (권선동, 수원아이파크시티4단지)",경기도 수원시 권선구 권선동 1357,37.2433,127.0285,13~14,031-225-9232,031-225-9230,889,2009-11-26,2012-01-19,2025-08-15
래미안광교,"경기도 수원시 영통구 센트럴파크로 60 (이의동, 래미안 광교)",경기도 수원시 영통구 이의동 1304,37.2911,127.0604,31~34,031-211-5165,031-211-5168,629,2009-08-27,2012-02-17,2025-08-15
오드카운티,"경기도 수원시 영통구 센트럴파크로 100 (이의동, 광교 센트럴타운 오드카운티)",경기도 수원시 영통구 이의동 1303,37.2919,127.0586,22~32,031-216-8481,031-216-8483,668,2009-03-13,2012-02-17,2025-08-15
장안힐스테이트,"경기도 수원시 장안구 장안로359번길 20 (이목동, 수원장안힐스테이트)",경기도 수원시 장안구 이목동 916,37.3137,126.9844,12~19,031-269-3395,031-269-3390,927,2009-10-20,2012-02-28,2025-08-15
호수마을광교상록,"경기도 수원시 영통구 법조로150번길 19 (하동, 호수마을광교상록아파트)",경기도 수원시 영통구 하동 992,37.2934,127.073,18~26,031-215-2970,031-215-2971,533,,2012-06-08,2025-08-15
광교레이크파크 한양수자인,"경기도 수원시 영통구 광교호수로152번길 23 (하동, 광교 LAKE PARK 한양수자인)",경기도 수원시 영통구 하동 1027,37.2811,127.0723,26~34,031-211-1937,031-211-1938,453,2009-11-04,2012-07-13,2025-08-15
R타워,"경기도 수원시 팔달구 중부대로239번길 5 (우만동, 우만동R타워)",경기도 수원시 팔달구 우만동 89-34,37.2757,127.0421,,031-216-5313,031-216-5314,159,2011-05-17,2012-10-25,2025-08-15
자연앤힐스테이트,"경기도 수원시 영통구 도청로 65 (이의동, 자연앤 힐스테이트)",경기도 수원시 영통구 이의동 1344,37.2893,127.0493,18~35,031-213-1755,031-213-1756,1764,2009-11-26,2012-11-29,2025-08-15
자연앤자이3단지,"경기도 수원시 영통구 도청로17번길 23 (이의동, 자연앤자이)",경기도 수원시 영통구 이의동 1339,37.2853,127.0543,33~34,031-213-2775,031-213-2776,378,2009-12-21,2012-12-05,2025-08-15
자연앤자이2단지,"경기도 수원시 영통구 에듀타운로 65 (이의동, 자연앤자이)",경기도 수원시 영통구 이의동 1353,37.2863,127.05,14~32,031-213-3505,031-213-3506,522,2009-12-21,2012-12-05,2025-08-15
자연앤자이1단지,"경기도 수원시 영통구 에듀타운로 35 (이의동, 자연앤자이)",경기도 수원시 영통구 이의동 1367,37.2858,127.0504,17~34,031-213-5525,031-213-5526,273,2009-12-21,2012-12-05,2025-08-15
e편한세상광교,"경기도 수원시 영통구 센트럴타운로 76 (이의동, e편한세상 광교)",경기도 수원시 영통구 이의동 1326,37.2911,127.0524,10~39,031-216-6456,031-216-6459,1970,2010-03-23,2012-12-06,2025-08-15
인계푸르지오,"경기도 수원시 팔달구 중부대로170번길 17 (인계동, 수원인계푸르지오)",경기도 수원시 팔달구 인계동 1169,37.277,127.0352,34,031-216-1297,031-216-1294,190,2010-01-18,2012-12-11,2025-08-15
에일린의 뜰,"경기도 수원시 영통구 광교호수공원로155 (원천동, 수원광교에일린의뜰)",경기도 수원시 영통구 원천동 590,37.2766,127.0602,2~4,031-214-7972,031-214-7973,240,2010-12-07,2012-12-17,2025-08-15
서수원엠코타운르본느,"경기도 수원시 권선구 구운로47번길 59 (구운동, 서수원엠코타운 르본느)",경기도 수원시 권선구 구운동 973,37.2776,126.9697,13~15,031-298-7224,031-298-7225,204,2005-12-06,2013-02-08,2025-08-15
"수원장안STX칸(1단지,2단지)","경기도 수원시 장안구 장안로 395 (이목동, 수원 장안 STX KAN 1단지아파트)",경기도 수원시 장안구 이목동 918,37.3144,126.9833,2/15~26,031-269-6669,031-271-6669,947,2010-05-06,2013-02-28,2025-08-15
신일유토빌,"경기도 수원시 권선구 동수원로146번길 281-25 (곡반정동, 권선신일유토빌)",경기도 수원시 권선구 곡반정동 548,37.2404,127.0296,11~15,031-237-0220,031-237-7220,243,2006-06-22,2013-04-01,2025-08-15
SK SKY VIEW,"경기도 수원시 장안구 이목로 24 (정자동, 수원 SK SKY VIEW)",경기도 수원시 장안구 정자동 945,37.3094,126.9836,31~40,031-269-8711,031-269-8714,3498,2010-05-12,2013-05-17,2025-08-15
청명센트레빌,"경기도 수원시 영통구 영통로525번길 35 (영통동, 청명센트레빌) ",경기도 수원시 영통구 영통동 1166,37.2654,127.0753,19~20,031-202-8112,031-202-8113,233,2007-11-07,2013-06-04,2025-08-15
내안애애플,"경기도 수원시 팔달구 권광로367번길 11 (우만동, 양우 내안애 애플 아파트)",경기도 수원시 팔달구 우만동 607,37.2792,127.0369,,031-215-2210,031-215-2230,284,2012-02-14,2013-09-04,2025-08-15
광교센트럴타운60단지,"경기도 수원시 영통구 센트럴타운로22번길 36 (이의동, 광교센트럴타운60단지)",경기도 수원시 영통구 이의동 1334,37.2892,127.0579,10~26,031-217-6055,031-217-6054,701,2007-12-27,2013-11-04,2025-08-15
광교센트럴타운62단지,"경기도 수원시 영통구 센트럴파크로 34 (하동, 광교센트럴타운62단지)",경기도 수원시 영통구 하동 1013,37.2898,127.0625,23~27,031-212-5508,031-212-5509,637,2007-12-27,2013-11-04,2025-08-15
래미안 영통마크원 1단지,"경기도 수원시 영통구 권선로908번길 72 (신동, 래미안영통마크원1단지)",경기도 수원시 영통구 신동 939,37.2465,127.0429,2/18~23,031-202-8679,031-202-8672,367,2011-03-14,2013-11-07,2025-08-15
래미안 영통마크원 2단지,"경기도 수원시 영통구 삼성로 11 (신동, 래미안 영통마크원 2단지)",경기도 수원시 영통구 신동 940,37.2478,127.0464,2/18~27,031-202-8748,031-202-8758,963,2011-03-14,2013-11-07,2025-08-15
한양수자인 에듀파크,"경기도 수원시 영통구 영통로154번길 56 (망포동, 한양수자인 에듀파크)",경기도 수원시 영통구 망포동 723,37.2411,127.0582,21,031-204-8330,031-204-8320,530,2007-10-09,2013-12-03,2025-08-15
광교마을40단지,"경기도 수원시 영통구 광교마을로 156 (하동, 광교마을40단지) ",경기도 수원시 영통구 하동 1001,37.2953,127.0813,23~29,031-215-7033,031-215-7035,1702,2007-12-27,2013-12-12,2025-08-15
광교모아엘가레이크뷰,"경기도 수원시 영통구 광교호수로152번길 24 (하동, 광교 모아엘가 레이크 뷰)",경기도 수원시 영통구 하동 1028,37.2804,127.0698,27,031-213-2248,031-213-2249,258,2007-12-27,2014-01-24,2025-08-15
광교호반마을21단지,"경기도 수원시 영통구 광교호수로152번길 80 (하동, 광교호반마을21단지) ",경기도 수원시 영통구 하동 1032,37.2783,127.0682,29,031-216-9744,031-216-9745,394,2007-12-27,2014-01-24,2025-08-15
서수원 레이크 푸르지오 1단지,"경기도 수원시 권선구 입북로77번길 62 (입북동, 서수원 레이크 푸르지오 1단지)",경기도 수원시 권선구 입북동 814,37.2999,126.9542,29,031-278-4741,031-278-4742,569,2008-07-17,2014-02-04,2025-08-15
서수원 레이크 푸르지오 2단지,"경기도 수원시 권선구 입북로77번길 61 (입북동, 서수원 레이크 푸르지오 2단지)",경기도 수원시 권선구 입북동 815,37.2993,126.9522,30,031-278-4711,031-278-4713,797,2008-07-17,2014-02-04,2025-08-15
포레스트,"경기도 수원시 팔달구 세지로 279-1 (지동, 포레스트)",경기도 수원시 팔달구 지동 365-20,37.276,127.0233,10,031-306-0285,070-8244-0286,184,2011-11-07,2014-03-27,2025-08-15
광교호반베르디움,"경기도 수원시 영통구 광교호수공원로 45 (원천동, 광교 호반베르디움)",경기도 수원시 영통구 원천동 606,37.2733,127.057,26~31,031-214-6112,031-214-6113,1330,2011-08-05,2014-06-02,2025-08-15
호매실더센트라고,"경기도 수원시 권선구 서수원로577번길 263 (금곡동, 호매실 더 센트라고)",경기도 수원시 권선구 금곡동 1076,37.2762,126.9432,14~19,031-278-4946,031-278-4947,450,2008-11-28,2014-06-10,2025-08-15
광교에듀타운50단지,"경기도 수원시 영통구 에듀타운로 7 (이의동, 광교에듀타운50단지)",경기도 수원시 영통구 이의동 1370,37.2838,127.0524,1/20~29,031-212-5104,031-212-5105,224,2010-11-12,2014-06-26,2025-08-15
코스모골드,"경기도 수원시 팔달구 장다리로 325 (인계동, 코스모골드)",경기도 수원시 팔달구 인계동 939-5,37.2771,127.0313,16,031-267-1649,031-267-1629,266,2012-04-17,2014-07-22,2025-08-15
Y CITY(와이시티),"경기도 수원시 권선구 금곡로 20 (금곡동, Y CITY(와이시티))",경기도 수원시 권선구 금곡동 1100,37.2691,126.9394,1/13~25,031-293-3210,031-293-3311,660,2007-12-31,2014-08-11,2025-08-15
호매실스위첸,"경기도 수원시 권선구 호매실로166번길 63 (호매실동, 호매실스위첸)",경기도 수원시 권선구 호매실동 1394,37.2609,126.9619,17~25,031-293-2332,031-293-2992,1050,2006-12-20,2014-08-11,2025-08-15
화서한신휴플러스,"경기도 수원시 팔달구 수성로258번길 52 (화서동, 화서 한신휴플러스)",경기도 수원시 팔달구 화서동 769,37.287,127.0022,15~19,031-246-8517,031-246-8516,198,2010-11-25,2014-10-16,2025-08-15
써밋플레이스 광교,"경기도 수원시 영통구 센트럴타운로 85 (이의동, 광교C1 호반베르디움, Summit Place광교)",경기도 수원시 영통구 이의동 1332,37.2916,127.0505,11~29,031-212-2297,031-212-2273,508,2011-11-01,2015-02-26,2025-08-15
씨즈더원,경기도 수원시 권선구 효원로220번길 17 (권선동),경기도 수원시 권선구 권선동 1011-9,37.2622,127.0258,14,031-302-8008,031-302-6225,228,2015-03-13,2015-03-19,2025-08-15
호매실마을13단지,"경기도 수원시 권선구 호매실로218번길 111 (호매실동, 호매실마을13단지)",경기도 수원시 권선구 호매실동 1371,37.2655,126.9582,18~25,031-227-9005,031-227-9050,1428,2006-12-20,2015-04-14,2025-08-15
수원역해모로,"경기도 수원시 권선구 세류로 60 (세류동, 수원역해모로)",경기도 수원시 권선구 세류동 1260,37.2653,127.0104,13~15,031-267-4471,031-267-4472,863,2007-11-06,2015-07-29,2025-08-15
LH수원센트럴타운2단지,"경기도 수원시 권선구 세류로 39 (세류동, LH수원센트럴타운2단지) ",경기도 수원시 권선구 세류동 1270,37.2634,127.0061,14~15,031-224-0027,031-237-0027,800,2007-11-06,2015-07-29,2025-08-15
수원역센트럴어반시티,"경기도 수원시 권선구 세권로 1 (세류동, 수원역센트럴어반시티)",경기도 수원시 권선구 세류동 1280,37.2614,127.0047,11~15,031-235-1877,031-235-1977,1019,2007-11-06,2015-07-29,2025-08-15
광교역참누리포레스트,"경기도 수원시 영통구 대학3로 5 (이의동, 광교역참누리포레스트)",경기도 수원시 영통구 이의동 1252,37.3029,127.0384,7,031-216-7510,031-216-7511,356,2011-09-02,2015-07-30,2025-08-15
광교푸르지오월드마크,"경기도 수원시 영통구 센트럴타운로 107 (이의동, 광교푸르지오 월드마크, 월드스퀘어) ",경기도 수원시 영통구 이의동 1331,37.2926,127.0481,48,031-217-1733,031-217-1734,350,2011-10-12,2015-08-06,2025-08-15
"수원아이파크시티(5단지,6단지)","경기도 수원시 권선구 곡선로 10 (권선동, 수원아아파크시티5단지)",경기도 수원시 권선구 권선동 1355,37.2392,127.0257,13~15,031-898-9169,031-898-9171,1152,2010-12-07,2015-08-25,2025-08-15
호매실능실마을22단지,"경기도 수원시 권선구 호매실로166번길 10 (호매실동, 호매실능실마을22단지)",경기도 수원시 권선구 호매실동 1415,37.2585,126.958,25,031-292-2116,031-292-2117,712,2010-12-29,2016-01-29,2025-08-15
영통 SK VIEW,"경기도 수원시 영통구 영통로200번길 112 (망포동, 영통 SK VIEW)",경기도 수원시 영통구 망포동 725,37.2418,127.0615,16~25,031-202-9841,031-202-9853,710,2007-10-28,2016-06-10,2025-08-15
아이파크시티7단지,"경기도 수원시 권선구 덕영대로1190번길 100 (권선동, 수원아이파크시티7단지)",경기도 수원시 권선구 권선동 1337,37.2447,127.0194,14~15,031-267-2930,031-267-2934,1596,2014-07-10,2016-08-22,2025-08-15
e편한세상 영통2차 1단지,"경기도 수원시 영통구 봉영로 1410-17 (망포동, e편한세상 영통2차 1단지)",경기도 수원시 영통구 망포동 726,37.2396,127.064,17~24,031-205-8005,031-205-8006,392,2007-11-02,2016-12-12,2025-08-15
e편한세상 영통2차 2단지,"경기도 수원시 영통구 봉영로 1432-36 (망포동, e편한세상 영통2차 2단지)",경기도 수원시 영통구 망포동 727,37.2408,127.066,21~24,031-203-8001,031-203-8002,270,2007-11-02,2016-12-12,2025-08-15
오목천서희스타힐스,"경기도 수원시 권선구 온정로9번길 36 (오목천동, 서희스타힐스아파트)",경기도 수원시 권선구 오목천동 1170-4,37.2486,126.9619,19~24,031-293-3280,031-295-3480,844,2013-01-15,2016-12-28,2025-08-15
호매실엔루체,"경기도 수원시 권선구 호매실로166번길 70 (호매실동, 호매실 엔루체(N'LUCE))",경기도 수원시 권선구 호매실동 1414,37.2579,126.9607,25,031-278-6311,031-278-6312,430,2012-12-28,2016-12-30,2025-08-15
광교파크자이더테라스,"경기도 수원시 영통구 웰빙타운로 130 (이의동, 광교파크자이더테라스)",경기도 수원시 영통구 이의동 1177,37.3103,127.0368,4,031-216-8501,031-216-8502,268,2015-06-11,2017-02-24,2025-08-15
e편한세상 TERRACE 광교 West hill,"경기도 수원시 영통구 웰빙타운로56번길 76 (이의동, e편한세상 TERRACE 광교 West hill)",경기도 수원시 영통구 이의동 1197,37.3082,127.0468,4,031-214-3309,031-214-3359,317,2015-04-17,2017-04-03,2025-08-15
e편한세상 TERRACE 광교 East hill,"경기도 수원시 영통구 웰빙타운로36번길 46-23 (이의동, e편한세상 TERRACE 광교 East hill)",경기도 수원시 영통구 이의동 1214,37.3072,127.0497,4,031-214-4402,031-214-4403,259,2015-04-17,2017-04-03,2025-08-15
호반써밋 수원,"경기도 수원시 권선구 매곡로 67 (금곡동, 호반써밋 수원)",경기도 수원시 권선구 금곡동 1146,37.2708,126.9532,25,031-295-1745,031-295-1746,567,2014-07-29,2017-04-03,2025-08-15
호반베르디움 더센트럴,"경기도 수원시 권선구 매곡로 43 (금곡동, 호반베르디움 더 센트럴) ",경기도 수원시 권선구 금곡동 1147,37.2697,126.9518,17~25,031-297-7684,031-297-7685,1100,2014-07-29,2017-04-03,2025-08-15
수원아너스빌위즈,"경기도 수원시 장안구 송원로 20 (송죽동, 수원 아너스빌 위즈)",경기도 수원시 장안구 송죽동 517-5,37.2971,127.0066,45,031-242-3203,031-248-4801,798,2009-04-06,2017-04-18,2025-08-15
광교호반베르디움트라엘,"경기도 수원시 영통구 대학로 98 (이의동, 광교 호반베르디움 트라엘) ",경기도 수원시 영통구 이의동 1229,37.3033,127.0492,9~15,031-217-3008,031-217-3009,446,2015-03-03,2017-05-10,2025-08-15
아이파크시티8단지,"경기도 수원시 권선구 동수원로177번길 40 (권선동, 수원아이파크시티8단지)",경기도 수원시 권선구 권선동 1364,37.2467,127.0301,15,031-898-9719,031-898-9721,282,2015-02-27,2017-06-29,2025-08-15
아이파크시티9단지,"경기도 수원시 권선구 동수원로177번길 90 (권선동, 수원아이파크시티9단지)",경기도 수원시 권선구 권선동 1362,37.2474,127.0271,15,031-898-9319,031-898-9321,268,2015-02-27,2017-06-29,2025-08-15
영통라온프라이빗,"경기도 수원시 영통구 영통로200번길 111 (영통동, 영통라온프라이빗)",경기도 수원시 영통구 영통동 1154,37.2447,127.0642,24~28,031-203-1135,031-203-1136,351,2014-12-12,2017-07-31,2025-08-15
힐스테이트영통,"경기도 수원시 영통구 덕영대로 1462-14 (망포동, 힐스테이트 영통 아파트)",경기도 수원시 영통구 망포동 728,37.2416,127.0471,23~29,031-202-2989,031-202-2913,2140,2014-05-12,2017-08-30,2025-08-15
"수원모아미래도센트럴타운(1단지,2단지)","경기도 수원시 권선구 서수원로577번길 341 (금곡동, 수원모아미래도센트럴타운1단지)",경기도 수원시 권선구 금곡동 1078,37.2763,126.9371,24~25,031-291-3863,031-292-3863,1452,2015-04-23,2017-09-08,2025-08-15
극동스타클래스,"경기도 수원시 권선구 금곡로140번길 73 (호매실동, 극동스타클래스)",경기도 수원시 권선구 호매실동 1352,37.2706,126.9458,22,031-278-0213,031-278-0215,999,2007-12-31,2017-11-21,2025-08-15
성균관대역 동문 디 이스트,"경기도 수원시 장안구 율전로101번길 73 (율전동, 성균관대역 동문 디 이스트)",경기도 수원시 장안구 율전동 600,37.2972,126.9655,24,031-278-7133,031-278-7135,699,2007-09-21,2017-12-07,2025-08-15
